pos,userurl,name,rgt_teamname,vr_teamname,team_qualifier,westerley_pos,time_secs,delta_secs,wkg,time_human,delta_human
29,/user/175915,Kristen Ege poco,Pocomotion,,,,1195.2,2.964,3.57,19:55.200,00:02.964
30,/user/86973,David wcc Buckley wcc,,WESTERLEY ONE,True,2,1195.6,3.358,3.4,19:55.600,00:03.358
31,/user/70138,Andrew Beale c,,WESTERLEY TWO,True,3,1195.9,3.601,3.62,19:55.900,00:03.601
32,/user/267104,Simon  Hall [wvs],,WATFORD VELO SPORT RT,True,,1195.9,3.612,4.29,19:55.900,00:03.612
33,/user/42607,Brian Vince [wvs],,WATFORD VELO SPORT RT,True,,1195.9,3.638,4.38,19:55.900,00:03.638
34,/user/96645,Marcin Szkudlarek [ṀṚ],ṀṚ,SATELITE RIDERS,True,,1196.0,3.724,3.68,19:56.000,00:03.724
35,/user/126796,Simon Miller sdw,SDWasps,SOUTHBOROUGH (SDW) BEES,True,,1196.0,3.731,4.0,19:56.000,00:03.731
36,/user/268179,Jesper Hansen,GRASSY,,,,1196.1,3.838,3.68,19:56.100,00:03.838
37,/user/175226,Ross Collins,ṀṚ,SATELITE RIDERS,True,,1196.2,3.937,4.04,19:56.200,00:03.937
38,/user/243207,Ian Sudds (m),,,,,1196.3,4.058,3.84,19:56.300,00:04.058
39,/user/229031,Kasper Hededam,eCKD(GP),,,,1196.7,4.394,4.7,19:56.700,00:04.394
40,/user/249688,Pat Herron,,,,,1196.8,4.572,4.11,19:56.800,00:04.572
41,/user/101319,Martin Wilson,,,,,1197.2,4.952,3.44,19:57.200,00:04.952
42,/user/3108,Joe Pavlik,,,,,1197.4,5.187,4.13,19:57.400,00:05.187
43,/user/159111,Witek Rzeszutek [ṀṚ],ṀṚ,,,,1197.5,5.237,3.8,19:57.500,00:05.237
44,/user/198978,Harry Smits,,,,,1197.5,5.266,4.29,19:57.500,00:05.266
45,/user/256908,João Pinho (m),,,,,1198.3,6.009,3.68,19:58.300,00:06.009
46,/user/170063,Marco Verhoogt (b),,,,,1200.3,8.01,4.3,20:00.300,00:08.010
47,/user/181488,Urška  Korent,,,,,1201.2,8.954,3.96,20:01.200,00:08.954
48,/user/232156,Joshua Smitharoo89,,,,,1223.0,30.786,3.13,20:23.000,00:30.786
49,/user/93030,Jacek Rorbach,,,,,1243.8,51.547,3.3,20:43.800,00:51.547
50,/user/270710,Jack Samways[wvs],,WATFORD VELO SPORT RT,False,,1264.9,72.634,4.39,21:04.900,01:12.634
51,/user/151690,Dave Akrigg,,,,,1303.3,111.037,3.65,21:43.300,01:51.037
52,/user/55374,Andrew Goff,ṀṚ,SATELITE RIDERS,False,,1322.5,130.286,3.65,22:02.500,02:10.286
53,/user/264752,Luc Van reeth,,,,,1338.1,145.797,2.91,22:18.100,02:25.797
54,/user/143668,Stu Thorn,,,,,1339.5,147.273,3.41,22:19.500,02:27.273
55,/user/281557,Ellen Lockett,,,,,1340.0,147.768,3.72,22:20.000,02:27.768
56,/user/128814,Tim Cummins,,WESTERLEY ONE,True,4,1362.3,170.019,3.18,22:42.300,02:50.019
57,/user/251670,Paul Elliott a,,,,,1372.3,180.078,3.41,22:52.300,03:00.078
58,/user/123417,Mike Buckhurst,,,,,1393.7,201.486,3.01,23:13.700,03:21.486
59,/user/266085,Lo scalatore Dell'etna,,,,,1393.8,201.586,3.81,23:13.800,03:21.586
60,/user/239903,Miguel Silva b,,,,,1395.1,202.793,2.87,23:15.100,03:22.793
61,/user/255577,Wendy Wonderweels-otr,OTR,,,,1395.4,203.09,3.32,23:15.400,03:23.090
62,/user/63748,Mark Lightfoot e,,,,,1395.4,203.18,3.28,23:15.400,03:23.180
63,/user/47528,Greg Greasley,,,,,1396.7,204.439,2.52,23:16.700,03:24.439
64,/user/210676,Richard Gillingham c,,,,,1456.2,263.944,3.18,24:16.200,04:23.944
65,/user/288668,Robert Blackburn [tcc],,TWICKENHAM CC,True,,1457.6,265.348,2.78,24:17.600,04:25.348
66,/user/241536,Lynda Lynda v,OTR,,,,1459.9,267.671,3.21,24:19.900,04:27.671
67,/user/210572,David  Alves,,,,,1469.0,276.729,2.98,24:29.000,04:36.729
68,/user/66324,Gavin Grant tcc,,TWICKENHAM CC,False,,1473.8,281.5,2.4,24:33.800,04:41.500
69,/user/95813,Lisa West tcc,,TWICKENHAM CC LADIES,True,,1500.1,307.873,2.11,25:00.100,05:07.873
70,/user/77406,Pj Tcc,,,,,1500.6,308.331,2.49,25:00.600,05:08.331
71,/user/3964,Lorna Rowland ,,TWICKENHAM CC LADIES,True,,1746.1,553.841,1.71,29:06.100,09:13.841
72,/user/283647,Claire Thompson tcc,,TWICKENHAM CC LADIES,False,,1883.5,691.239,2.15,31:23.500,11:31.239
73,/user/141761,Alasdair Mcalpine,,GLASGOW UNITED CC,True,,3201.0,2008.765,1.96,53:21.000,33:28.765
,/user/221746,Tom Yates-ijaz,,WESTERLEY TWO,False,5,,,,,
,/user/138802,David Thomas,,,,,,,,,
,,Dejan Jošt,,,,,,,,,
,/user/284343,Lukasz Klimaszewski,,,,,,,,,
,,Florian Seiler,,,,,,,,,
,,Hans Geelen,,,,,,,,,
,,Jonathan Devaney,,,,,,,,,
,/user/127383,Tom Birch (m),,,,,,,,,
,/user/140561,Shawn Murtough,3R,,,,,,,,
,/user/164522,Andrew Rimmington,,,,,,,,,
,/user/277365,Alistair Dow e,,,,,,,,,
,/user/221770,Rafael Nunez,,,,,,,,,
,/user/237208,Guillaume Gibert,,,,,,,,,
,/user/256797,John Iacovangelo,,,,,,,,,
,/user/217466,Mike Niesten,,,,,,,,,
,/user/43482,Coco Maisie,,,,,,,,,
,/user/103388,Guillaume  Eynard ,,,,,,,,,
,/user/183264,Verini Alfin,SFCT,,,,,,,,
,/user/91958,Gt Thakkar,,WESTERLEY ONE,False,6,,,,,
,/user/281281,Robson Barros,,,,,,,,,
,/user/274579,Jonathan Frost [tcc],,TWICKENHAM CC,False,,,,,,
,,Tom Heyman,,,,,,,,,
,,Julien Courchay,,,,,,,,,
,,Veronica Otero,,,,,,,,,
